,Training Losses,Validation Losses
0,0.1622434850409627,0.1892041208098332
1,0.1307074546907097,0.16623524581392607
2,0.13681874041755995,0.22806195378717448
3,0.13619325406849384,0.14281820481022198
4,0.13269630539417268,0.16336781633396943
5,0.12546556800603867,0.18424429237014717
6,0.12266514617949724,0.12842555535336336
7,0.12015252809273079,0.1318099610755841
8,0.12113904813097583,0.12328625597887569
9,0.12055784591846168,0.12279695896638765
10,0.11754081377759576,0.18393999757038224
11,0.11870237614804258,0.11920991592937046
12,0.11959913544070262,0.13583833238316906
13,0.11712279492856137,0.14191669488946596
14,0.11426558097824455,0.12562150839302275
15,0.11405525070964359,0.11451428973426421
16,0.11435342425590052,0.13501728544632594
17,0.11290099699050188,0.1424393654656079
18,0.11270550652995313,0.11818031257639329
19,0.11109498851932585,0.11621729138824675
20,0.11114449027482243,0.1331551756751206
21,0.11166590150953694,0.11424953619225157
22,0.11021476298408664,0.1250075994928678
23,0.11054046594188549,0.12329855555461512
24,0.11153563129864633,0.12332562201139
25,0.11100396284869371,0.11753739442262384
26,0.10995728038354881,0.12951547900007832
27,0.10973446515322263,0.11593565965278281
28,0.10956104703921953,0.12114906948059798
29,0.1103918935758993,0.11585521039449506
30,0.1107486895108295,0.1160751141111056
31,0.11007578943652334,0.15170267282260788
32,0.10990063776290326,0.12969772270570198
33,0.10986856816500863,0.12739843574663004
34,0.11020216888668281,0.15936939673291312
35,0.11008762636325425,0.11886764775961638
36,0.10984569598014492,0.11320191773689456
37,0.1103289088158329,0.12684460522813928
38,0.11026052138959178,0.17428516779508857
39,0.10991426759329624,0.11104470095286767
40,0.10995965913051695,0.13499881936444177
41,0.10941761346955207,0.1263126658110155
42,0.10921839702636177,0.1135008369344804
43,0.10866507518295707,0.1161271217217048
44,0.10780844161618088,0.14796894979145792
45,0.10693898212610056,0.10908176040069925
46,0.10663600399218341,0.11390963534928031
47,0.10636777385506624,0.17155077588640982
48,0.10659494124124853,0.11131857561154498
49,0.1067861046474427,0.14412227503541444
50,0.10696303583827674,0.13844017723782195
51,0.10661493986379356,0.10904944361497959
52,0.10600489676455563,0.13481850715147126
53,0.1061215145851451,0.14568675381441912
54,0.10635262927446854,0.10874005242768262
55,0.09614984357729554,0.1119909738500913
56,0.0862824901426211,0.1141611065549983
57,0.1041144924579809,0.1299182609717051
58,0.10819899660302326,0.1095024134301477
59,0.10833764454163611,0.11300502108203041
60,0.10447750872777153,0.13044433729516136
61,0.10422069329369281,0.10977343744701809
62,0.10385124751948752,0.13460818224896987
63,0.10625688440994256,0.11007276145534382
64,0.10712682865839451,0.11413312521659666
65,0.1052134081916037,0.16651795188585916
66,0.10733170776550348,0.10920506733987066
67,0.10914963154337154,0.11699815659059419
68,0.10727105269807258,0.12582578002992603
69,0.10477113402200242,0.11323265197790332
70,0.10502604224544485,0.10880116839789682
71,0.10591913869220983,0.14032028533518315
72,0.10494812885351065,0.12559173234221008
73,0.10521526002423151,0.10893277330117093
74,0.10393075359426439,0.11911427652670277
75,0.1044066214539288,0.11328189185510079
76,0.10524601911067624,0.10836576463861598
77,0.10399762077014084,0.13780902572804027
78,0.10461279699307245,0.11155449364334345
79,0.10590768604241312,0.11968034722738796
80,0.10560327836419814,0.13173495816687744
81,0.10478130471271774,0.12073150212566058
82,0.10479872822728274,0.11114604549689425
83,0.10488518641394531,0.13012550807247558
84,0.10603131831095865,0.1085396657180455
85,0.10652242750079642,0.11139651134196255
86,0.10597378104022936,0.1403308721093668
87,0.10595997380459625,0.12101333568079604
88,0.10607531987267602,0.1289590154422654
89,0.10653839676800583,0.14813567179358667
90,0.10654433314714373,0.11227915711700916
91,0.10643566483405192,0.11063695388121737
92,0.10710342704931176,0.13108852508581348
93,0.10714526648967503,0.14502621148609451
94,0.10689733009645716,0.10844834845927026
95,0.1070470755152041,0.11163993688921134
96,0.10663389027296077,0.11740947841356197
97,0.10647668505044178,0.11141595181077718
98,0.10604739805937491,0.12472728816171487
99,0.10536491382370393,0.12687227175053623
100,0.104585984387516,0.10676061300767793
101,0.10435553217485072,0.12063079791764418
102,0.10418666794915528,0.130017592145337
103,0.10452052092540781,0.10808999688261085
104,0.10478152791727334,0.13600324084361395
105,0.10500359375449811,0.11720450215041638
106,0.10472455512284516,0.10751411644534932
107,0.10414761267057708,0.1468468362134364
108,0.10430927316537472,0.12353106861313184
109,0.10451024344292555,0.10604723907179303
110,0.09498652597889304,0.10874267304937045
111,0.08507901369128376,0.10742250401112768
112,0.10355708383334179,0.12107141225288312
113,0.10761831804411486,0.10647414997633961
114,0.10784134489111602,0.11026881304879983
115,0.10407251987140625,0.12403604971865813
116,0.10374108104700488,0.10770164374676015
117,0.10352807870251127,0.1300679226550791
118,0.1059542821151101,0.1080202999835213
119,0.10681113823223859,0.11039605550467968
120,0.10488384275189178,0.14648914400074217
121,0.10705274171739196,0.10736967518511746
122,0.10889914031570347,0.11210816364321444
123,0.1069964752472671,0.11920090113663011
124,0.10458140866768857,0.11094056784278816
125,0.1048880034807371,0.10988130607952674
126,0.1058429541915436,0.13431752319137255
127,0.1049299892436506,0.11667377053449551
128,0.10518747839537498,0.1069073837167687
129,0.10392778310691937,0.11248459234419796
130,0.10440538663638844,0.10887263182136747
131,0.10527881456073374,0.10695945604393879
132,0.10400108055697511,0.1358659108893739
133,0.10465767543724117,0.1079996084049344
134,0.10596322892792523,0.11665975340952475
135,0.1056524785554323,0.1273031768326958
136,0.1048430204698471,0.11664613409588734
137,0.10486147304032264,0.1089549561134643
138,0.10495412989134162,0.12491905363897482
139,0.10612200548282515,0.10702062032702897
140,0.10662593594211484,0.10958499435335398
141,0.10608732894965214,0.12985913628919257
142,0.10607118984204576,0.11746049856560098
143,0.10620591515209526,0.13697159486098423
144,0.10671852315030993,0.12621930048283603
145,0.10674504015517111,0.10815080513970719
146,0.1066658030905937,0.11146576943082942
147,0.10732247853087948,0.12272057550234927
148,0.10739288588054478,0.12652188630981578
149,0.1071356604497414,0.10711626523484787
150,0.10724319053382227,0.1092974369517631
151,0.10684280398723092,0.11416465453389618
152,0.10665395849817541,0.10952959426989158
153,0.10619897388493303,0.12107968631303972
154,0.10549410421214998,0.12722350471963484
155,0.10466203722171485,0.10606138289802604
156,0.10441331717839583,0.11711026595698462
157,0.10423917753621936,0.1254338857738508
158,0.10456074628826915,0.10759132351726293
159,0.10481928395964206,0.13125862003614505
160,0.10503522516392609,0.11533461942440934
161,0.10474992789220638,0.10717236240290934
162,0.10416825948072211,0.14311108828004865
163,0.10432904117464743,0.12071500318331851
164,0.10455461938645352,0.1058448139578104
